Sample Index,TCGA ID,Sample Type,Total Deregulations,Brownian Deregulations,Brownian Nodes (Out degree>0),Cluster,CFAP65,CDKN1C,AC245100.2,AC008764.8,LRATD2,AL137186.2,TRIM2,AL022332.1,MADCAM1,U3,AC012213.3,(ENSG00000264976),OAT,AC007000.2,DNPH1
365,TCGA-HC-A8D0-01A,Tumor,4534,3,19755 25597,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
366,TCGA-EJ-7321-11A,Normal,2564,3,21675,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,TCGA-J4-8200-01A,Tumor,5495,2,17711,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
368,TCGA-EJ-5517-01A,Tumor,4681,736,Multiple,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
369,TCGA-EJ-7781-11A,Normal,4177,3,5148 8394 21190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370,TCGA-EJ-7328-11A,Normal,3321,1,17852,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,TCGA-KK-A8I5-01A,Tumor,6942,406,Multiple,2,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1
372,TCGA-CH-5789-01A,Tumor,4047,2,6375,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
373,TCGA-EJ-7125-11A,Normal,4944,1,2523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,TCGA-VN-A88P-01A,Tumor,5998,233,Multiple,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1
375,TCGA-CH-5753-01A,Tumor,10566,2,35 46309,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0
376,TCGA-EJ-A46G-01A,Tumor,9567,1,2673,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0
377,TCGA-EJ-7794-01A,Tumor,3778,157,Multiple,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
378,TCGA-HC-7738-01A,Tumor,6187,417,Multiple,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
379,TCGA-CH-5765-01A,Tumor,6807,2,9767 44487,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
380,TCGA-J4-A67N-01A,Tumor,10785,1,19530,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1
381,TCGA-X4-A8KQ-01A,Tumor,7337,1,617,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0
382,TCGA-XJ-A9DX-01A,Tumor,10577,1,1390,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0
383,TCGA-CH-5768-01A,Tumor,7348,3,16884,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
384,TCGA-ZG-A9L5-01A,Tumor,9634,1,5374,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0
385,TCGA-J9-A8CL-01A,Tumor,8224,1,21265,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
386,TCGA-HC-A6AN-01A,Tumor,9332,3,28293 31518,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
387,TCGA-Y6-A8TL-01A,Tumor,5987,3,12446,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1
388,TCGA-J4-A83K-01A,Tumor,5148,536,Multiple,2,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1
389,TCGA-Y6-A9XI-01A,Tumor,8533,4,13378,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1
390,TCGA-KC-A4BR-01A,Tumor,5187,2,13118 42691,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
391,TCGA-J4-AAU2-01A,Tumor,6587,990,Multiple,2,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
392,TCGA-EJ-7786-01A,Tumor,4337,599,Multiple,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
393,TCGA-CH-5739-01A,Tumor,5812,525,Multiple,2,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
394,TCGA-HC-7075-01A,Tumor,6589,3,13604,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0
395,TCGA-G9-7525-01A,Tumor,7320,3,3289 5109,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
396,TCGA-KC-A4BV-01A,Tumor,6685,4,5302 28862 36496 42125,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0
397,TCGA-FC-A8O0-01A,Tumor,7106,2,5981,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0
398,TCGA-EJ-7321-01A,Tumor,6104,2,33690,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
399,TCGA-CH-5772-01A,Tumor,6474,1,323,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
400,TCGA-EJ-7312-01B,Tumor,7743,3,20513 46772,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1
401,TCGA-VP-A876-01A,Tumor,8447,2,15680,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0
402,TCGA-ZG-A9LZ-01A,Tumor,8254,1,19,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1
403,TCGA-V1-A9OA-01A,Tumor,5700,1,9431,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
404,TCGA-G9-6365-01A,Tumor,3431,1,41957,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
405,TCGA-EJ-A8FP-01A,Tumor,3041,2,7319,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
406,TCGA-V1-A8WV-01A,Tumor,10631,1,84,1,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1
407,TCGA-YL-A8SP-01B,Tumor,9396,1,7750,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
408,TCGA-EJ-5532-01A,Tumor,5193,242,Multiple,2,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0
409,TCGA-H9-7775-01A,Tumor,5136,1,27300,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
410,TCGA-J4-8198-01A,Tumor,6198,1,30616,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0
411,TCGA-CH-5768-11A,Normal,4208,1,31049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,TCGA-YL-A8SC-01A,Tumor,7933,3,7909 10173 16987,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0
413,TCGA-VP-A87D-01A,Tumor,9131,1,30946,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
414,TCGA-KC-A7FA-01A,Tumor,8038,3,21229,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
415,TCGA-EJ-5521-01A,Tumor,5498,1,4951,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
416,TCGA-HC-7736-01A,Tumor,5318,2,24885 31551,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
417,TCGA-HC-8265-01B,Tumor,21434,1,53,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0
418,TCGA-HC-7080-01A,Tumor,10530,1,145,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1
419,TCGA-EJ-5512-01A,Tumor,4204,576,Multiple,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
420,TCGA-EJ-7786-11A,Normal,3504,2,12444 26622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,TCGA-EJ-A46E-01A,Tumor,6169,2,510,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
422,TCGA-V1-A8WW-01A,Tumor,7740,2,14803 35224,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1
423,TCGA-CH-5792-01A,Tumor,3442,266,Multiple,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
424,TCGA-KK-A8IH-01A,Tumor,10654,1,6254,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1
425,TCGA-QU-A6IN-01A,Tumor,13373,1,10268,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1
426,TCGA-G9-6371-01A,Tumor,6338,1571,Multiple,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
427,TCGA-HC-8256-01A,Tumor,6434,381,Multiple,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
428,TCGA-V1-A9Z9-01A,Tumor,5811,1,10316,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1
429,TCGA-VP-A87K-01A,Tumor,8599,3,8742 13591 33340,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1
430,TCGA-G9-6499-11A,Normal,4873,1,36705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,TCGA-EJ-A8FO-01A,Tumor,3729,634,Multiple,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
432,TCGA-G9-6338-01A,Tumor,8906,1,9925,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0
433,TCGA-G9-6342-11A,Normal,3526,4,12105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,TCGA-V1-A9OY-01A,Tumor,5877,3,25248 32249 41546,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1
435,TCGA-CH-5751-01A,Tumor,11338,1,13706,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0
436,TCGA-2A-AAYF-01A,Tumor,6916,9,24955,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
437,TCGA-EJ-7789-01A,Tumor,11904,1,107,1,1,1,0,1,1,0,0,0,1,0,1,0,1,1,0
438,TCGA-KK-A7AU-01A,Tumor,10604,4,24163 46870,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
439,TCGA-YL-A9WK-01A,Tumor,6839,2,34104,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
440,TCGA-CH-5791-01A,Tumor,6609,4,17666 17866,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0
441,TCGA-YL-A8SI-01A,Tumor,4463,3,8083,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
442,TCGA-G9-6363-11A,Normal,3331,169,Multiple,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,TCGA-G9-A9S0-01A,Tumor,8456,2,3072 3268,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
444,TCGA-G9-7522-01A,Tumor,3258,263,Multiple,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
445,TCGA-YJ-A8SW-01A,Tumor,9051,1,525,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
446,TCGA-EJ-7325-01B,Tumor,11969,1,6852,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
447,TCGA-CH-5761-01A,Tumor,8659,4,1499 14350 20474,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
448,TCGA-TP-A8TV-01A,Tumor,9596,1,35233,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
449,TCGA-KK-A59Z-01A,Tumor,7160,2,1280 28670,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0
450,TCGA-CH-5761-11A,Normal,3503,1,16682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,TCGA-G9-6364-01A,Tumor,5623,2,15590 21267,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
452,TCGA-EJ-5502-01A,Tumor,3651,5,4590 8967 14005 23302 23351,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
453,TCGA-J4-A6M7-01A,Tumor,6361,6,4097,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
454,TCGA-HC-7821-01A,Tumor,7024,4,11604 37194,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0
455,TCGA-G9-6366-01A,Tumor,7369,3,4918 6428,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
456,TCGA-EJ-5506-01A,Tumor,4426,3,3952,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
457,TCGA-HC-A4ZV-01A,Tumor,9633,1,3136,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0
458,TCGA-ZG-A9L6-01A,Tumor,3742,1,8927,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
459,TCGA-FC-7708-01A,Tumor,3979,1,29619,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
460,TCGA-XJ-A83F-01A,Tumor,8704,191,Multiple,2,1,0,0,1,0,1,1,1,1,0,0,0,0,1,1
461,TCGA-V1-A8WN-01A,Tumor,4631,1,8357,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
462,TCGA-HC-A6AS-01A,Tumor,7670,506,Multiple,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463,TCGA-KK-A8IA-01A,Tumor,8785,1,16591,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
464,TCGA-J4-A67Q-01A,Tumor,9943,1,4782,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
465,TCGA-VN-A88R-01A,Tumor,9043,4,8233 12428 15168 27429,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1
466,TCGA-2A-A8VL-01A,Tumor,6245,2,19987,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
467,TCGA-EJ-5496-01A,Tumor,6688,1,1579,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
468,TCGA-V1-A9ZG-01A,Tumor,5947,1,10964,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
469,TCGA-HC-7737-11A,Normal,5516,1,2391,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,TCGA-KK-A8IG-01A,Tumor,5602,3,6389 12875 29613,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
471,TCGA-KK-A7AQ-01A,Tumor,10003,1,1792,1,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1
472,TCGA-KK-A7B0-01A,Tumor,10441,1,26744,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
473,TCGA-G9-6332-01A,Tumor,7751,3,10025 15700,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0
474,TCGA-HC-7752-11A,Normal,3745,1,7276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,TCGA-CH-5740-01A,Tumor,6744,1,17779,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
476,TCGA-J4-A83M-01A,Tumor,7086,1,10115,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1
477,TCGA-XK-AAJR-01A,Tumor,4867,16,24513 42920,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0
478,TCGA-KK-A6E2-01A,Tumor,7527,3,8698 22790 26287,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
479,TCGA-VN-A88L-01A,Tumor,6022,1,17609,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,1
480,TCGA-EJ-5514-01A,Tumor,7401,7,4309 28851 36006,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
481,TCGA-EJ-5519-01A,Tumor,6370,1,39144,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
482,TCGA-CH-5767-01A,Tumor,8745,1,4061,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0
483,TCGA-ZG-A8QZ-01A,Tumor,4360,698,Multiple,2,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
484,TCGA-EJ-5494-01A,Tumor,5329,5,5713 7204 10810 36633,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
485,TCGA-EJ-8468-01A,Tumor,6228,1,5995,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
486,TCGA-EJ-5530-01A,Tumor,5241,2,8304,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
487,TCGA-EJ-5504-01A,Tumor,5129,1,12383,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
488,TCGA-HC-8264-01B,Tumor,5245,1,25667,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
489,TCGA-J9-A52D-01A,Tumor,10183,3,3542 33993 41910,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
490,TCGA-HC-7079-01A,Tumor,7793,1,3961,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0
491,TCGA-V1-A9O5-06A,Tumor,10002,2,1320 11176,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1
492,TCGA-HC-7818-01A,Tumor,4288,1,4600,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
493,TCGA-ZG-A9LN-01A,Tumor,6086,3,8149,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
494,TCGA-HC-7738-11A,Normal,5887,1,2676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,TCGA-VP-A87B-01A,Tumor,9515,1,18810,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
496,TCGA-V1-A9ZK-01A,Tumor,3997,175,Multiple,2,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0
497,TCGA-V1-A8MM-01A,Tumor,9430,1,23566,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1
498,TCGA-HC-7209-01A,Tumor,5496,776,Multiple,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
499,TCGA-HC-7748-01A,Tumor,4229,469,Multiple,2,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
500,TCGA-KC-A7F5-01A,Tumor,11829,2,3693 20798,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1
501,TCGA-HC-7752-01A,Tumor,13470,1,2504,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1
502,TCGA-HC-A6AP-01A,Tumor,8550,2,4256 28604,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
503,TCGA-HC-8257-01A,Tumor,6682,3,14486 23477,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0
504,TCGA-EJ-5525-01A,Tumor,8502,2,1921,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0
505,TCGA-ZG-A9LU-01A,Tumor,6960,1,214,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
506,TCGA-G9-7523-01A,Tumor,4584,145,Multiple,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
507,TCGA-G9-6333-01A,Tumor,4886,1,9938,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
508,TCGA-2A-AAYU-01A,Tumor,6165,2,26738 29499,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
509,TCGA-VN-A88N-01A,Tumor,7589,4,13325 44088,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0
510,TCGA-EJ-5524-01A,Tumor,5377,196,Multiple,2,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
511,TCGA-KK-A6E0-01A,Tumor,8205,2,8389 36738,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1
512,TCGA-H9-A6BX-01A,Tumor,3300,3,7366 23439,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
513,TCGA-EJ-A65B-01A,Tumor,7631,2,28502 31403,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
514,TCGA-ZG-A8QY-01A,Tumor,5168,5,4084 22491,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1
515,TCGA-XK-AAJ3-01A,Tumor,8526,2,7082 10810,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,1
516,TCGA-VP-A87J-01A,Tumor,7522,2,8317 16256,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
517,TCGA-HC-A9TH-01A,Tumor,7693,1,9698,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0
518,TCGA-G9-6377-01A,Tumor,5746,1163,Multiple,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
519,TCGA-CH-5771-01A,Tumor,2729,10,10525 40220 42125,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520,TCGA-HC-8258-01B,Tumor,22561,1,203,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1
521,TCGA-ZG-A9LY-01A,Tumor,4055,2,27522,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
522,TCGA-EJ-5509-01A,Tumor,4385,4,30943,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
523,TCGA-HC-8259-01A,Tumor,6731,418,Multiple,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
524,TCGA-KK-A8IF-01A,Tumor,10404,3,17626 18725,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1
525,TCGA-EJ-5516-01A,Tumor,5628,1,15693,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
526,TCGA-G9-6342-01A,Tumor,4378,2,2302,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
527,TCGA-2A-A8W3-01A,Tumor,6116,1,2663,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
528,TCGA-EJ-7789-11A,Normal,2676,2,21742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,TCGA-HC-A9TE-01A,Tumor,9358,1,1755,1,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0
530,TCGA-G9-7521-01A,Tumor,6679,4,156 10257 38725,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
531,TCGA-HC-7230-01A,Tumor,7377,2,15101,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0
532,TCGA-EJ-A8FO-11A,Normal,3539,1,1550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,TCGA-EJ-7791-01A,Tumor,2267,2,39211,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
534,TCGA-HC-7744-01A,Tumor,7008,3,13894,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
535,TCGA-EJ-5527-01A,Tumor,4296,4,420,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
536,TCGA-XJ-A83G-01A,Tumor,8327,1,5919,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1
537,TCGA-HC-A8CY-01A,Tumor,9023,1,12116,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0
538,TCGA-G9-7510-01A,Tumor,3173,1,38739,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1
539,TCGA-YL-A8HL-01A,Tumor,8604,2,4178,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1
540,TCGA-EJ-7330-01A,Tumor,3617,168,Multiple,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
541,TCGA-HC-7737-01A,Tumor,4696,19,1126 4897 5595 5688 12387 12736 14420 21076 22903 38628,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
542,TCGA-G9-6354-01A,Tumor,7987,2,23070,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
543,TCGA-EJ-8474-01A,Tumor,5337,3,13696 46014,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1
544,TCGA-VP-A878-01A,Tumor,5291,1,18539,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1
545,TCGA-EJ-A65F-01A,Tumor,7099,2,14789,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0
546,TCGA-G9-6370-01A,Tumor,2182,3,42394,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
547,TCGA-G9-6367-01A,Tumor,2556,2,13565,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
548,TCGA-YL-A8SO-01B,Tumor,8141,1,23263,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
549,TCGA-YL-A8S9-01A,Tumor,9177,496,Multiple,2,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
550,TCGA-KK-A8ID-01A,Tumor,9740,5,26282 36532,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0
