Total Dysregulations,Sample Type,Altered Brownian Nodes
3155,Normal,33475,
3667,Normal,5038,32568,
7966,Normal,9973,
5218,Normal,23630,
5936,Normal,756,1489,18702,
5957,Normal,635,
5816,Normal,13050,
3130,Normal,8829,
2821,Normal,5136,20431,32339,40083,41641,45960,
5687,Normal,17616,
2254,Normal,4520,4615,8437,13705,19285,21220,29336,29707,37977,39128,40075,42887,
6395,Normal,35575,
8208,Normal,2411,3682,
2220,Normal,46419,
4456,Normal,27167,
2980,Normal,38378,
2705,Normal,4435,9547,21028,
4347,Normal,11025,18548,22464,34156,36363,
2771,Normal,41472,
2405,Normal,6405,8355,19615,26753,28836,42924,
2778,Normal,16779,32335,
4376,Normal,1357,
2664,Normal,8156,22280,22707,36429,39326,
2974,Normal,22793,
4747,Normal,13281,
2247,Normal,4069,11699,12665,
3797,Normal,34587,
7481,Normal,2604,
6522,Normal,9681,35485,39232,46342,
3602,Normal,325,2644,25649,30658,
2572,Normal,19029,
2566,Normal,12721,17452,21675,
4183,Normal,5148,8394,21190,
3322,Normal,17852,
4946,Normal,2523,
4208,Normal,31049,
3506,Normal,12444,26622,
4875,Normal,36705,
3526,Normal,10972,12105,22213,31662,
3503,Normal,16682,
5552,Normal,2391,
3747,Normal,7276,
5919,Normal,2676,
2676,Normal,2049,21742,
3548,Normal,1550,
8462,Tumor,19480,
5958,Tumor,10467,20322,30739,34215,
7607,Tumor,6355,
5689,Tumor,238,
8155,Tumor,567,
5318,Tumor,10731,
8044,Tumor,4962,43738,44763,
6534,Tumor,11364,43395,
7548,Tumor,16752,18376,23970,24835,41757,
9067,Tumor,2943,34506,
9511,Tumor,13191,
5776,Tumor,7730,
8644,Tumor,21074,
2368,Tumor,7002,30712,32938,
8519,Tumor,15756,18120,
11307,Tumor,6356,
3409,Tumor,33576,
13808,Tumor,1518,
6843,Tumor,15095,23633,30749,31632,
6467,Tumor,12986,29509,46381,
5770,Tumor,5141,9544,40924,
9782,Tumor,7334,43984,
5564,Tumor,6269,40029,
5825,Tumor,2820,16064,
11076,Tumor,1395,
11712,Tumor,477,
6405,Tumor,14368,
6558,Tumor,4418,13638,20505,21164,
4313,Tumor,25646,
5319,Tumor,11667,
8391,Tumor,7557,
7640,Tumor,3425,3813,20858,34998,
8188,Tumor,10184,
5808,Tumor,6388,7484,
7196,Tumor,5404,13746,23833,
7623,Tumor,16588,
6190,Tumor,1465,5404,
7356,Tumor,8332,
7997,Tumor,6621,
7951,Tumor,6181,36774,
6227,Tumor,2690,22301,36183,36492,37215,
9973,Tumor,4234,
7848,Tumor,4115,9208,28550,38472,
9204,Tumor,6991,
12233,Tumor,17182,29574,36738,
5174,Tumor,16442,
2411,Tumor,18380,
4938,Tumor,2814,7366,14375,
10070,Tumor,7838,
8289,Tumor,5591,
8545,Tumor,4367,13441,14333,46459,
8989,Tumor,16426,
3462,Tumor,841,2646,17943,18567,21122,23569,23601,23806,26420,33990,40115,
9973,Tumor,1478,
8683,Tumor,44626,
10480,Tumor,6048,28746,
7279,Tumor,25876,
4441,Tumor,5219,
7031,Tumor,20587,28660,
5894,Tumor,8136,8997,20554,
8065,Tumor,3472,5893,9934,28355,35853,
9303,Tumor,1064,20054,33371,
7398,Tumor,5438,19683,24077,
9343,Tumor,4372,
12730,Tumor,669,
9798,Tumor,2562,
10960,Tumor,12107,
5153,Tumor,15613,24769,36233,
3032,Tumor,15626,31771,
13232,Tumor,24593,29280,
5437,Tumor,6861,
6707,Tumor,44259,
5886,Tumor,4758,
5426,Tumor,678,5157,19404,34879,
6564,Tumor,3458,
4624,Tumor,2311,3813,9725,10257,18557,25797,30824,32932,41305,45031,
5742,Tumor,2905,20386,
6235,Tumor,7735,27961,32353,36926,
9903,Tumor,24867,27180,43576,
10214,Tumor,1270,
6088,Tumor,26608,41299,42943,
4952,Tumor,21478,27416,
9842,Tumor,5077,
7261,Tumor,8001,
7670,Tumor,22682,
4848,Tumor,10001,
7262,Tumor,5464,
10804,Tumor,306,
3772,Tumor,4590,11745,29737,
5955,Tumor,2908,32527,
3493,Tumor,4652,
7421,Tumor,3045,
9693,Tumor,4167,
8207,Tumor,1176,17181,27139,
5576,Tumor,251,465,28832,40382,
5854,Tumor,15915,15956,20096,40354,41615,
4253,Tumor,8173,14647,
10195,Tumor,35560,43738,
7944,Tumor,2430,34618,37701,
5310,Tumor,8437,8486,25915,35269,40646,
3473,Tumor,2326,10916,32087,39128,
7910,Tumor,12880,16717,
6932,Tumor,8078,
5493,Tumor,29496,
7061,Tumor,10653,15374,
5144,Tumor,8572,25597,27838,
3652,Tumor,4399,6205,
7424,Tumor,42020,
12153,Tumor,4582,
6420,Tumor,13030,29409,
6313,Tumor,4198,
4915,Tumor,1174,
9338,Tumor,6436,43738,
3760,Tumor,12358,14716,15708,20552,31974,34965,
12082,Tumor,9191,
5857,Tumor,7914,
6361,Tumor,7263,
7329,Tumor,11523,
4675,Tumor,1049,
7389,Tumor,8289,28951,
8252,Tumor,30533,
8989,Tumor,2190,3715,12835,
10123,Tumor,15597,
5948,Tumor,34941,
9376,Tumor,10340,
5057,Tumor,3100,
10692,Tumor,10913,12733,32508,42813,
5719,Tumor,21616,
6361,Tumor,1138,11670,
8091,Tumor,628,26341,
7822,Tumor,6892,
8359,Tumor,5724,8004,
6205,Tumor,8504,
7467,Tumor,1884,45790,
4436,Tumor,10013,32339,
12292,Tumor,5698,
10634,Tumor,879,
4813,Tumor,8572,18540,31179,36101,
7224,Tumor,15045,
9771,Tumor,3529,33976,
5271,Tumor,18106,
6905,Tumor,2708,
6819,Tumor,46716,
10909,Tumor,23182,33312,46562,
9878,Tumor,22992,
9391,Tumor,10615,
5840,Tumor,19637,36445,
5169,Tumor,11026,13540,14519,18300,23934,24950,26087,31943,33575,
9350,Tumor,900,
5443,Tumor,4795,21603,
8301,Tumor,1476,
6793,Tumor,5038,39778,
5674,Tumor,6789,38098,
11438,Tumor,18440,
7061,Tumor,2110,6981,17883,
9684,Tumor,33139,35245,
4300,Tumor,37916,
7953,Tumor,8274,32938,46870,
6007,Tumor,31118,
27529,Tumor,106,
7474,Tumor,11,
5141,Tumor,10825,
4983,Tumor,8268,9934,11327,28982,44971,
5428,Tumor,3291,
5797,Tumor,1758,
3853,Tumor,15273,
9657,Tumor,1106,
3995,Tumor,23374,31632,
7365,Tumor,7,7919,22909,35776,39347,
6746,Tumor,3481,35284,
4570,Tumor,26596,
3805,Tumor,22018,27774,28602,31287,44422,
5953,Tumor,25597,28580,
6239,Tumor,4969,12408,15056,34878,39027,45023,46704,
7505,Tumor,4342,
8283,Tumor,4669,
6577,Tumor,31064,
5050,Tumor,14815,17699,
5566,Tumor,7181,
6236,Tumor,4972,16719,
8462,Tumor,6622,40199,45960,
5032,Tumor,12219,37906,
9388,Tumor,1254,3048,10788,
9929,Tumor,1215,5908,29615,
7330,Tumor,645,753,1195,1690,8523,14005,14642,20594,24611,24681,26550,29320,30930,32173,33724,38539,41737,43704,45960,46103,
5953,Tumor,15513,22707,
7507,Tumor,4993,11530,17856,40322,
4688,Tumor,8656,28670,
5807,Tumor,15403,
4603,Tumor,1732,22637,25107,32140,
7239,Tumor,18278,21889,35991,
9333,Tumor,7872,
4012,Tumor,157,14168,45666,
8546,Tumor,8470,46821,
7089,Tumor,4764,16856,
4663,Tumor,34815,
5073,Tumor,31449,
7412,Tumor,19874,35549,
6905,Tumor,22013,
9216,Tumor,15673,27266,
7543,Tumor,13482,35284,
5133,Tumor,2790,28264,39522,
10523,Tumor,1546,
13747,Tumor,59,
9095,Tumor,7185,22746,
7256,Tumor,10667,
4802,Tumor,15594,25377,
3746,Tumor,3563,8572,
5702,Tumor,12605,20297,22634,28284,
5302,Tumor,11144,
5345,Tumor,581,37932,
6899,Tumor,23833,27139,31418,
4601,Tumor,7596,39667,
4471,Tumor,14429,
6649,Tumor,14642,20884,
8247,Tumor,5933,
8320,Tumor,4373,14642,30930,35641,
7947,Tumor,151,1366,2699,3124,5208,6139,6937,15559,41852,
11241,Tumor,6221,12243,
10749,Tumor,0,
5279,Tumor,23314,
9364,Tumor,4631,37112,
8871,Tumor,25185,
8279,Tumor,19178,
6569,Tumor,23592,31247,
7176,Tumor,1237,27700,
5402,Tumor,43334,
6048,Tumor,19623,
6212,Tumor,6433,10280,19473,
6734,Tumor,13875,35881,
3051,Tumor,4490,
5998,Tumor,3104,
4150,Tumor,6168,12801,26379,26491,34374,35950,44859,46667,
4435,Tumor,44949,
10181,Tumor,2210,21088,37654,39099,39611,45113,
11072,Tumor,12397,14690,32057,42366,44138,
7959,Tumor,11246,
7386,Tumor,44116,
7943,Tumor,962,40867,
3392,Tumor,10454,25626,
6295,Tumor,17185,43301,
3788,Tumor,5274,22707,
4490,Tumor,4514,29664,
5715,Tumor,11427,
3651,Tumor,10810,11832,23813,36190,
8085,Tumor,5,1160,14804,34451,
13658,Tumor,2815,17933,
4526,Tumor,10639,
4222,Tumor,803,
5659,Tumor,4569,
8781,Tumor,1810,
2528,Tumor,19580,
5727,Tumor,19389,
4942,Tumor,761,
9423,Tumor,20,
4958,Tumor,1948,11813,
6137,Tumor,1740,14337,21105,
13754,Tumor,126,
5772,Tumor,22647,24285,
6437,Tumor,21168,
9395,Tumor,3990,13058,25115,26812,34142,
9676,Tumor,3769,31933,
4960,Tumor,23546,
4298,Tumor,7415,9644,15813,16740,19869,24748,26422,35888,36828,38805,40002,41336,42369,
6060,Tumor,5469,10257,38894,39829,
7923,Tumor,7681,13152,20586,24082,32359,35646,40754,
7914,Tumor,1078,21668,28899,
3177,Tumor,5808,9871,12109,17900,19997,20652,21028,24611,30930,31098,34168,34294,34348,35651,38154,43704,44008,
5840,Tumor,20026,
7434,Tumor,1158,17883,
4875,Tumor,3565,9045,14719,17181,18987,22966,23602,27139,30085,39204,43004,
6442,Tumor,13792,15096,29295,29656,
5967,Tumor,15624,25447,
7115,Tumor,6028,17659,46905,
8707,Tumor,9974,37628,
4534,Tumor,19755,20316,25597,
5495,Tumor,15920,17711,
4048,Tumor,6375,43533,
10584,Tumor,35,46309,
9595,Tumor,2673,
6808,Tumor,9767,44487,
10788,Tumor,19530,
7340,Tumor,617,
10593,Tumor,1390,
7350,Tumor,9681,16884,28396,
9647,Tumor,5374,
8233,Tumor,21265,
9332,Tumor,28293,31518,43476,
5987,Tumor,4889,12446,45727,
8533,Tumor,7112,12731,13378,46866,
5190,Tumor,13118,42691,
6589,Tumor,9900,13604,32161,
7320,Tumor,3289,5109,35297,
6686,Tumor,5302,28862,36496,42125,
7120,Tumor,5981,40581,
6104,Tumor,33690,43492,
6476,Tumor,323,
7747,Tumor,20513,28875,46772,
8449,Tumor,15680,27362,
8264,Tumor,19,
5707,Tumor,9431,
3431,Tumor,41957,
3041,Tumor,7319,15789,
10645,Tumor,84,
9402,Tumor,7750,
5136,Tumor,27300,
6199,Tumor,30616,
7936,Tumor,7909,10173,16987,
9138,Tumor,30946,
8044,Tumor,21229,28765,41424,
5499,Tumor,4951,
5319,Tumor,24885,31551,
23062,Tumor,53,
10580,Tumor,145,
6186,Tumor,510,19904,
7740,Tumor,14803,35224,
10672,Tumor,6254,
13388,Tumor,10268,
5812,Tumor,10316,
8599,Tumor,8742,13591,33340,
8923,Tumor,9925,
5877,Tumor,25248,32249,41546,
11356,Tumor,13706,
6917,Tumor,501,5107,12743,16986,24955,27516,33200,34900,44616,
12219,Tumor,107,
10606,Tumor,483,24163,26152,46870,
6841,Tumor,34104,39388,
6610,Tumor,17666,17866,32512,37956,
4463,Tumor,8083,10003,34731,
8460,Tumor,3072,3268,
9065,Tumor,525,
11971,Tumor,6852,
8666,Tumor,1499,14350,20474,39454,
9596,Tumor,35233,
7181,Tumor,1280,28670,
5633,Tumor,15590,21267,
3652,Tumor,4590,8967,14005,23302,23351,
6364,Tumor,1180,2770,4097,27785,36799,46710,
7029,Tumor,11604,21289,32040,37194,
7376,Tumor,4918,5193,6428,
4427,Tumor,2547,3952,19969,
9648,Tumor,3136,
3745,Tumor,8927,
3979,Tumor,29619,
4631,Tumor,8357,
8791,Tumor,16591,
9958,Tumor,4782,
9048,Tumor,8233,12428,15168,27429,
6245,Tumor,19987,25961,
6693,Tumor,1579,
5950,Tumor,10964,
5603,Tumor,6389,12875,29613,
10014,Tumor,1792,
10443,Tumor,26744,
7752,Tumor,8824,10025,15700,
6745,Tumor,17779,
7088,Tumor,10115,
4867,Tumor,13430,16306,18149,20454,22994,23394,24513,27354,32202,33459,41186,42908,42920,44197,45911,45934,
7528,Tumor,8698,22790,26287,
6029,Tumor,17609,
7405,Tumor,4309,9617,27204,28851,28939,36006,36432,
6370,Tumor,39144,
8761,Tumor,4061,
5335,Tumor,2835,5713,7204,10810,36633,
6233,Tumor,5995,
5244,Tumor,8304,22296,
5131,Tumor,12383,
5245,Tumor,25667,
10187,Tumor,3542,33993,41910,
7812,Tumor,3961,
10010,Tumor,1320,11176,
4289,Tumor,4600,
6089,Tumor,8149,41731,43875,
9517,Tumor,18810,
9433,Tumor,23566,
11838,Tumor,3693,20798,
13506,Tumor,2504,
8554,Tumor,4256,28604,
6682,Tumor,14486,23477,26658,
8503,Tumor,1921,8552,
6966,Tumor,214,
4887,Tumor,9938,
6167,Tumor,26738,29499,
7589,Tumor,13325,43433,43587,44088,
8211,Tumor,8389,36738,
3302,Tumor,7366,11669,23439,
7637,Tumor,28502,31403,
5170,Tumor,4084,13212,18691,22491,32651,
8531,Tumor,7082,10810,
7522,Tumor,8317,16256,
7694,Tumor,9698,
2729,Tumor,4799,8187,10525,12726,13491,14968,35175,40220,42125,46539,
24594,Tumor,203,
4055,Tumor,25867,27522,
4386,Tumor,1373,22340,30943,39796,
10404,Tumor,17626,18725,30500,
5630,Tumor,15693,
4381,Tumor,2302,7466,
6117,Tumor,2663,
9375,Tumor,1755,
6679,Tumor,156,10254,10257,38725,
7378,Tumor,12912,15101,
2267,Tumor,38421,39211,
7008,Tumor,13894,14228,29924,
4296,Tumor,420,6152,35168,37223,
8332,Tumor,5919,
9025,Tumor,12116,
3173,Tumor,38739,
8606,Tumor,4073,4178,
4696,Tumor,1126,4897,5595,5688,8749,12387,12736,14420,14945,18595,21076,22903,25066,25478,32339,33358,36266,38628,46549,
7988,Tumor,15261,23070,
5340,Tumor,13696,31494,46014,
5293,Tumor,18539,
7105,Tumor,8486,14789,
2182,Tumor,32891,41637,42394,
2557,Tumor,10660,13565,
8145,Tumor,23263,
9743,Tumor,9438,25386,26282,36532,45315,
